elec gen by gen tech
scenario,region,subsector,output,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Africa_Southern,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,0.0251736,0.0564171,0.122887,0.204561,0.333596,0.484443,0.621998,0.0,0.0,0.0,EJ,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Africa_Southern,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,4.85365E-8,9.40719E-7,5.5748E-6,1.05327E-4,5.64984E-4,0.00225584,0.00946156,0.0,0.0,0.0,EJ,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Africa_Southern,solar,electricity,PV,0.0,1.12E-5,5.2901E-5,8.6686E-5,2.26357E-4,9.147199999999999E-4,0.0011458319999999998,0.003503362,0.009295872,0.020669186,0.046418715,0.0,0.0,0.0,EJ,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Africa_Southern,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,1.14784E-7,1.331444E-6,6.367594E-6,1.05673394E-4,5.53259394E-4,0.002224559394,0.00951550461,0.0,0.0,0.0,EJ,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Africa_Southern,wind,electricity,wind,0.0,2.20001E-6,6.70013E-6,6.51895E-5,2.656705E-4,0.0012574494999999998,0.0020938005,0.0099135305,0.0279299305,0.06278424099999999,0.13571156,0.0,0.0,0.0,EJ,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Africa_Southern,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,2.00742E-6,3.895832E-5,1.2099952E-4,0.00192668952,0.01034696952,0.0391493621,0.1380218112,0.0,0.0,0.0,EJ,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Africa_Southern,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,3.85589E-7,3.399249E-6,7.336199E-6,6.3893399E-5,2.51774399E-4,7.90949399E-4,0.00282263381,0.0,0.0,0.0,EJ,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Africa_Western,biomass,electricity,biomass (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0020007,0.00733457,0.0216383,0.0566285,0.149435,0.0,0.0,0.0,EJ,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Africa_Western,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,4.35828E-4,0.00121162,0.00173861,0.00135555,1.00194E-4,4.59814E-7,0.0,0.0,0.0,EJ,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Africa_Western,biomass,electricity,biomass (conv CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0105995,0.0533887,0.132247,0.234679,0.329816,0.0,0.0,0.0,EJ,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Africa_Western,biomass,electricity,biomass (conv),1.69199E-4,6.156E-4,7.74005E-4,9.19439E-4,0.0012288,0.00284199,0.00558969,0.00652554,0.00243586,8.3108E-5,2.60016E-7,0.0,0.0,0.0,EJ,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Africa_Western,coal,electricity,coal (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.0,2.32739E-4,8.45713E-4,0.00258801,0.00615354,0.0110746,0.0,0.0,0.0,EJ,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Africa_Western,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,1.92428E-4,2.99962E-4,3.21153E-4,1.89186E-4,1.41454E-5,7.40334E-8,0.0,0.0,0.0,EJ,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Africa_Western,coal,electricity,coal (conv pul CCS),0.0,0.0,0.0,0.0,0.0,0.0,3.25109E-4,0.00104095,0.00277467,0.00562746,0.0074597,0.0,0.0,0.0,EJ,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Africa_Western,coal,electricity,coal (conv pul),4.69069E-4,0.00274717,0.00371142,8.52508E-4,0.00135707,0.00191588,0.00118698,9.08155E-4,3.83486E-4,2.1738E-5,1.00534E-7,0.0,0.0,0.0,EJ,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Africa_Western,gas,electricity,gas (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.107576,0.295761,0.672055,1.34847,2.49302,0.0,0.0,0.0,EJ,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Africa_Western,gas,electricity,gas (CC),0.00903383,0.0270922,0.0,0.00812517,0.0166501,0.0378022,0.0469954,0.0572938,0.0616727,0.0282124,6.5669E-4,0.0,0.0,0.0,EJ,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Africa_Western,gas,electricity,gas (steam/CT),0.0176241,0.046229,0.0966994,0.144144,0.141166,0.154645,0.105778,0.0685673,0.0321418,0.00463339,6.40553E-5,0.0,0.0,0.0,EJ,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Africa_Western,geothermal,electricity,geothermal,0.0,0.0,0.0,0.0,0.00115919,0.00452945,0.0248833,0.0571564,0.10644,0.141711,0.141582,0.0,0.0,0.0,EJ,
"NZ_RE_0.5,date=2025-1-4T11:00:08-06:00",Africa_Western,hydro,electricity,hydro,0.0804331,0.108752,0.114311,0.11812,0.160889,0.203657,0.246425,0.289193,0.331962,0.37473,0.417498,0.0,0.0,0.0,EJ,
