elec gen by gen tech
scenario,region,subsector,output,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Northern,gas,electricity,gas (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.215296,0.563766,1.00242,1.56074,2.07753,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Northern,gas,electricity,gas (CC),0.0752962,0.198004,0.300157,0.382972,0.547766,0.714739,0.703118,0.675598,0.593181,0.28205,0.00600903,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Northern,gas,electricity,gas (steam/CT),0.0604983,0.284393,0.386424,0.494542,0.572436,0.6336,0.487826,0.352367,0.18469,0.028719,3.50838E-4,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Northern,geothermal,electricity,geothermal,0.0,0.0,0.0,0.0,0.00833986,0.0185429,0.0402982,0.0660421,0.0719913,0.0719812,0.071938,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Northern,hydro,electricity,hydro,0.0408229,0.0516283,0.0603252,0.0564102,0.0615764,0.0667426,0.0719089,0.0770751,0.0822413,0.0874075,0.0925738,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Northern,nuclear,electricity,Gen_III,0.0,0.0,0.0,0.0,9.47742E-4,0.00604667,0.0270244,0.071719,0.134423,0.236765,0.442277,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Northern,refined liquids,electricity,refined liquids (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.12061,0.235793,0.355366,0.55262,0.790481,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Northern,refined liquids,electricity,refined liquids (CC),0.0,0.0,0.0,0.0,0.0499642,0.0742417,0.0352916,0.035767,0.0265909,0.00756909,1.73699E-4,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Northern,refined liquids,electricity,refined liquids (steam/CT),0.117711,0.127327,0.157278,0.214315,0.162362,0.156075,0.0933275,0.0674284,0.039072,0.0105975,3.58296E-4,0.0,0.0,0.0,EJ,
"NZ_CCS_65_NEW,date=2025-17-4T12:50:36-06:00",Africa_Northern,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,0.0314523,0.136251,0.320156,0.444647,0.596367,0.788934,0.973591,0.0,0.0,0.0,EJ,
