elec gen by gen tech and cooling tech
scenario,region,sector,subsector,output,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Eastern,electricity,nuclear,elec_Gen_III,Gen_III (recirculating),0.0,0.0,0.0,0.0,0.00118451,0.01226011,0.04747171,0.11668221,0.23068920999999998,0.39970821,0.62626811,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Eastern,electricity,nuclear,elec_Gen_III,Gen_III (seawater),0.0,0.0,0.0,0.0,5.27319E-5,5.603898000000001E-4,0.0021876598,0.0054234098,0.0107974698,0.0187595598,0.0294289488,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Eastern,electricity,refined liquids,elec_refined liquids (CC),refined liquids (CC) (dry cooling),0.0,0.0,0.0,0.0,0.00149648,0.0028650570000000003,0.004926632,0.00820159,0.013729373999999999,0.019445863,0.026470983,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Eastern,electricity,refined liquids,elec_refined liquids (CC),refined liquids (CC) (once through),0.0,0.0,0.0,0.0,8.10103E-4,0.001416685,0.002424584,0.0038366539999999997,0.0060636584,0.0082626738,0.0105932983,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Eastern,electricity,refined liquids,elec_refined liquids (CC),refined liquids (CC) (recirculating),0.0,0.0,0.0,0.0,0.0146742,0.028708570000000003,0.048812049999999996,0.08129375999999999,0.13608033,0.19350838,0.26586677000000003,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Eastern,electricity,refined liquids,elec_refined liquids (CC),refined liquids (CC) (seawater),0.0,0.0,0.0,0.0,5.74943E-4,0.001124573,0.001909357,0.0031801399999999997,0.005325825,0.0075759156,0.0104174423,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Eastern,electricity,refined liquids,elec_refined liquids (steam/CT),refined liquids (steam/CT) (dry cooling),0.00111383,0.00341359,0.00349186,0.0048371,0.00626179,0.00604458,0.005387899,0.005470567000000001,0.0057193750000000005,0.005406168,0.005456419,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Eastern,electricity,refined liquids,elec_refined liquids (steam/CT),refined liquids (steam/CT) (once through),7.79724E-4,0.00238953,0.00244431,0.00338597,0.00396667,0.00348814,0.0030168269999999997,0.00296648,0.0029868159999999998,0.002738908,0.002661869,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Eastern,electricity,refined liquids,elec_refined liquids (steam/CT),refined liquids (steam/CT) (recirculating),0.00705461,0.0216196,0.0221151,0.0306348,0.0476549,0.050917199999999996,0.04906325,0.05193022,0.05589498,0.05447484,0.05603492,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Eastern,electricity,refined liquids,elec_refined liquids (steam/CT),refined liquids (steam/CT) (seawater),3.3421E-4,0.00102406,0.00104755,0.00145113,0.002054235,0.002115997,0.0019935020000000003,0.002090073,0.002235375,0.002170062,0.0022280782,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Eastern,electricity,solar,elec_CSP_storage,CSP_storage (dry_hybrid),0.0,0.0,0.0,0.0,1.3772E-9,1.93075E-8,2.020435E-7,1.1511525E-6,4.6024525E-6,1.3440842499999998E-5,3.14289653E-5,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Eastern,electricity,solar,elec_CSP_storage,CSP_storage (recirculating),0.0,0.0,0.0,0.0,4.87615E-6,5.6615550000000004E-5,5.3327355E-4,0.0027130235499999997,0.00976455355,0.02650665355,0.057880177399999996,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Eastern,electricity,solar,electricity,PV,0.0,5.21028E-5,2.40811E-4,6.75735E-4,0.014464235,0.054361534999999996,0.136584135,0.256926135,0.45049613499999996,0.7313073999999999,1.0871049,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Eastern,electricity,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,1.21388E-5,8.66463E-5,6.351623E-4,0.0029398123,0.0102536523,0.027915652300000003,0.0618526135,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Eastern,electricity,wind,electricity,wind,0.0,1.03006E-5,1.08405E-4,0.00327891,0.040138410000000006,0.12079141000000002,0.27548341,0.49454841,0.81576741,1.2410495,1.7330729999999999,0.0,0.0,0.0,EJ,
